transaction_date,user_id,transaction_amount,merchant_type,channel,balance_before,balance_after,is_fraud
2025-01-10 23:44:45.718435,USR002,2977.75,Clothing,ONLINE,17726.71,14748.95,0
2025-01-15 20:07:45.718435,USR003,25553.318000000007,Online Shopping,ONLINE,32843.95,7047.8708,1
2025-04-16 00:00:00.000000,USR004,7095.68,Electronics,ONLINE,17794.41,10698.73,1
2025-10-27 21:50:45.718435,USR013,2602.33,Restaurant,ATM,45994.74,43392.4,0
2024-12-28 03:16:45.718435,USR015,3200.1,Electronics,ATM,39754.95,36554.85,0
2025-06-06 02:52:45.718435,USR007,2751.03,Entertainment,POS,19058.58,16307.54,0
2025-10-11 20:50:45.718435,USR011,23735.63,Travel,ONLINE,28685.035,7047.8708,1
2025-04-07 23:55:45.718435,USR019,1069.56,Gas Station,POS,37616.42,36546.86,0
2024-12-07 05:41:45.718435,USR017,382.92,Restaurant,ATM,32530.2,32147.29,0
2025-07-13 21:51:45.718435,USR002,1148.89,Clothing,POS,19765.77,18616.88,0
2025-10-17 10:30:45.718435,USR009,1463.5,Healthcare,ATM,23922.1,22458.6,0
2025-11-22 02:58:45.718435,USR003,2322.98,Electronics,POS,32834.55,30511.57,0
2025-05-02 12:15:45.718435,USR019,2281.7,Entertainment,ONLINE,38015.25,35733.55,0
2025-10-24 00:06:45.718435,USR015,1354.89,Entertainment,POS,40832.26,39477.37,0
2025-11-04 07:36:45.000000,USR019,3245.18,Utilities,ONLINE,35108.07,31862.89,0
2024-12-07 07:35:45.718435,USR016,708.83,Clothing,POS,24872.55,24163.72,0
2025-09-06 19:50:45.718435,USR018,438.76,Travel,ONLINE,25755.94,25317.19,0
2025-07-16 19:17:45.718435,USR002,169.17,Grocery,ATM,19943.04,19773.88,0
2025-07-02 07:25:45.718435,USR016,556.72,Entertainment,POS,23135.37,22578.65,0
2025-07-07 20:15:45.718435,USR017,113.34,Unknown,ATM,29549.98,29436.64,0
2025-02-02 20:42:45.718435,USR013,988.9,Travel,ONLINE,46604.0,45615.1,0
2025-09-09 23:56:45.718435,USR004,460.93,Online Shopping,ONLINE,18725.61,18264.67,0
2025-05-03 07:06:45.718435,USR010,583.88,Restaurant,ATM,34146.33,33562.45,0
2025-01-30 10:23:45.718435,USR006,3102.63,Grocery,POS,30416.98,27314.35,0
2025-10-02 08:52:45.718435,USR016,1145.11,Restaurant,ONLINE,25894.54,24749.43,0
2025-07-29 12:16:45.718435,USR017,11.49,Grocery,ATM,31351.76,31340.27,0
2025-09-19 10:15:45.718435,USR008,8275.52,Grocery,ATM,36673.23,26706.25,0
2025-07-31 21:27:45.718435,USR009,30.3,Electronics,POS,21391.23,21360.93,0
2024-12-21 04:48:45.718435,USR016,1275.74,Healthcare,ONLINE,27813.73,26538.0,0
2025-11-08 17:26:45.718435,USR011,1521.16,Clothing,ATM,29402.82,27881.65,0
2025-07-27 06:01:45.718435,USR009,215.98,Online Shopping,ONLINE,26546.58,26330.6,0
2025-08-01 18:57:45.718435,USR008,5036.39,Grocery,ATM,28685.035,34756.31,0
2025-06-07 04:48:45.718435,USR008,1915.2,Entertainment,POS,40280.64,38365.44,0
2025-07-19 04:01:45.718435,USR008,1555.36,Healthcare,ONLINE,40468.05,38912.69,0
2025-11-24 11:44:45.718435,USR009,634.68,Restaurant,ONLINE,23286.86,22652.18,0
2025-03-08 07:05:45.718435,USR006,1013.07,Electronics,ATM,30213.32,29200.26,0
2025-06-27 02:03:45.718435,USR009,1241.81,Entertainment,ONLINE,23180.42,21938.61,0
2025-10-12 15:03:45.718435,USR018,213.64,Grocery,ONLINE,20633.9,20420.26,0
2025-06-04 20:20:45.718435,USR019,185.63,Unknown,ATM,37732.66,37547.03,0
2025-05-06 13:25:45.718435,USR005,1944.22,Utilities,ATM,42793.56,40849.34,0
2025-07-31 12:01:45.718435,USR012,1613.88,Utilities,ONLINE,21443.16,19829.28,0
2025-08-11 04:13:45.718435,USR013,790.84,Electronics,ATM,48639.976,46811.329600000005,0
2025-01-05 18:16:45.718435,USR014,1328.44,Entertainment,ATM,19350.42,18021.98,0
2025-01-28 03:16:45.718435,USR008,920.56,Clothing,ONLINE,40682.92,39762.36,0
2025-11-06 07:44:45.718435,USR019,1542.37,Unknown,POS,35990.42,34448.05,0
2025-06-26 20:27:45.718435,USR017,539.46,Electronics,POS,33233.91,32694.45,0
2024-12-09 12:32:45.718435,USR002,1129.33,Clothing,POS,18861.22,17731.89,0
2025-02-24 00:21:45.718435,USR003,3240.61,Travel,ATM,35835.55,32594.94,0
2025-07-11 09:41:45.718435,USR006,603.5,Entertainment,ATM,27499.55,26896.05,0
2025-09-05 17:18:45.718435,USR020,2826.01,Electronics,ONLINE,28905.03,26079.02,0
2025-04-06 23:04:45.718435,USR013,135.94,Electronics,ATM,44069.34,43933.4,0
2025-09-11 20:29:45.718435,USR012,13489.33,Unknown,ONLINE,20315.92,7047.8708,1
2025-03-15 00:00:00.000000,USR008,1504.98,Utilities,ONLINE,39343.81,37838.83,0
2025-01-10 14:03:45.718435,USR009,44.21,Electronics,POS,23179.48,23135.27,0
2025-05-30 18:08:45.718435,USR004,13283.04,Unknown,ATM,19875.43,7047.8708,1
2025-01-07 11:00:45.718435,USR018,3665.65,Utilities,POS,21041.84,26706.25,0
2025-02-16 17:05:45.718435,USR019,307.85,Clothing,ONLINE,34460.92,34153.07,0
2025-06-20 00:50:45.718435,USR011,486.8,Restaurant,ONLINE,27258.79,26771.99,0
2024-12-08 19:59:45.718435,USR003,1875.1,Grocery,POS,31589.87,29714.77,0
2025-10-30 20:53:45.718435,USR016,2281.48,Restaurant,POS,26367.34,24085.85,0
2025-05-03 17:11:45.718435,USR009,3143.06,Healthcare,POS,21998.52,18855.46,0
2025-06-30 12:38:45.718435,USR006,1383.16,Clothing,POS,28152.1,26768.94,0
2025-08-25 16:42:45.718435,USR002,403.44,Grocery,POS,21353.26,20949.82,0
2025-11-15 03:44:45.718435,USR020,1260.12,Electronics,ATM,26207.87,24947.75,0
2025-08-26 17:05:45.718435,USR003,301.07,Clothing,ONLINE,35629.28,35328.21,0
2025-03-27 10:03:45.718435,USR018,138.94,Travel,ONLINE,22995.27,22856.33,0
2025-07-08 00:43:45.718435,USR007,680.45,Travel,POS,20467.3,19786.85,0
2025-07-11 14:23:45.718435,USR009,1010.99,Grocery,POS,25248.44,24237.45,0
2025-08-24 00:00:00.000000,USR018,117.42,Clothing,ATM,23769.24,23651.82,0
2025-03-09 20:30:45.718435,USR006,683.92,Electronics,ONLINE,29521.5,28837.58,0
2025-08-04 00:32:45.718435,USR014,2774.95,Healthcare,ONLINE,16395.57,13620.62,0
2025-01-10 18:01:45.718435,USR002,2191.78,Electronics,ONLINE,21245.43,19053.64,0
2025-11-27 03:11:45.718435,USR004,112.56,Electronics,POS,19009.58,18897.03,0
2025-01-16 13:11:45.718435,USR009,195.64,Restaurant,ONLINE,22323.88,22128.23,0
2025-02-21 07:30:45.718435,USR010,895.87,Clothing,ONLINE,30470.74,26706.25,0
2025-10-13 07:44:45.718435,USR013,527.7,Healthcare,ATM,44508.13,43980.43,0
2025-04-19 06:04:45.718435,USR017,542.56,Online Shopping,POS,32181.83,31639.27,0
2025-10-17 14:49:45.718435,USR015,872.63,Clothing,ONLINE,41346.18,26706.25,0
2025-06-06 18:49:45.718435,USR004,252.75,Electronics,POS,15253.9684,14424.81,0
2025-06-19 16:11:45.718435,USR014,222.13,Utilities,ONLINE,15940.98,15718.85,0
2025-10-15 12:15:45.718435,USR009,991.15,Clothing,ONLINE,23396.4,22405.25,0
2025-01-18 00:00:00.000000,USR008,1756.74,Restaurant,POS,35446.57,33689.83,0
2025-07-25 14:57:45.718435,USR020,196.95,Clothing,ONLINE,26954.0,26757.05,0
2025-07-14 00:00:00.000000,USR017,25553.318000000007,Healthcare,ATM,29083.06,27837.99,0
2025-07-01 23:42:45.718435,USR015,591.49,Grocery,ONLINE,41920.36,41328.87,0
2025-10-04 22:35:45.718435,USR015,1126.7,Unknown,POS,41739.19,40612.49,0
2025-07-18 08:48:45.718435,USR006,2712.88,Grocery,ONLINE,32367.35,29654.46,0
2025-04-08 00:35:45.718435,USR005,2180.37,Travel,ONLINE,43618.92,41438.55,0
2025-07-23 11:26:45.718435,USR001,592.61,Entertainment,POS,28732.12,28139.51,0
2025-08-17 23:34:45.718435,USR014,1400.93,Healthcare,POS,19421.36,18020.43,0
2025-09-04 22:26:45.718435,USR004,302.81,Restaurant,POS,18161.71,17858.89,0
2025-05-15 16:14:45.718435,USR004,639.11,Unknown,ONLINE,19121.78,18482.67,0
2025-09-19 12:26:45.718435,USR013,7424.87,Healthcare,ONLINE,44737.25,37312.39,0
2025-06-10 04:02:45.718435,USR017,1311.73,Electronics,ATM,31798.11,30486.38,0
2025-04-23 15:03:45.718435,USR020,1284.19,Grocery,ATM,26931.08,25646.89,0
2025-07-31 15:48:45.718435,USR017,2238.26,Grocery,ONLINE,29790.03,27551.77,0
2025-05-11 05:03:45.718435,USR010,483.04,Clothing,ONLINE,33431.39,32948.36,0
2025-01-29 19:38:45.718435,USR012,467.52,Grocery,POS,21301.21,20833.69,0
2024-12-20 05:38:45.718435,USR017,1929.56,Entertainment,ATM,29756.57,27827.01,0
2025-06-13 11:36:45.718435,USR018,997.57,Online Shopping,ATM,24882.49,23884.92,0
2024-12-26 14:59:45.718435,USR014,89.14,Gas Station,ONLINE,19356.17,19267.03,0
2025-03-01 11:03:45.718435,USR020,2314.42,Electronics,ATM,26647.43,24333.01,0
2025-02-12 17:57:45.000000,USR002,1145.59,Utilities,ATM,21564.05,20418.46,0
2025-04-02 14:31:45.718435,USR005,830.44,Clothing,POS,44739.89,43909.45,0
2025-02-27 09:26:45.718435,USR019,760.73,Entertainment,ONLINE,37926.84,37166.11,0
2025-02-13 05:58:45.718435,USR016,153.08,Grocery,POS,28343.16,28190.09,0
2024-12-10 04:20:45.718435,USR014,1531.01,Unknown,POS,18573.71,17042.69,0
2025-06-21 03:27:45.718435,USR020,854.84,Grocery,ONLINE,30867.75,30012.91,0
2025-09-19 00:24:45.718435,USR005,663.61,Utilities,ONLINE,42213.53,41549.92,0
2025-05-14 06:36:45.718435,USR005,1140.2,Gas Station,ONLINE,43748.17,26706.25,0
2025-08-02 00:42:45.718435,USR004,123.62,Travel,ATM,15253.9684,14105.17,0
2025-10-29 23:42:45.718435,USR003,3445.54,Online Shopping,POS,34052.44,30606.9,0
2025-09-24 02:30:45.718435,USR018,483.94,Healthcare,POS,25597.55,25113.61,0
2025-08-04 05:12:45.718435,USR017,1810.24,Gas Station,POS,28740.84,26930.6,0
2025-05-30 02:27:45.718435,USR011,2112.88,Electronics,ONLINE,30746.09,28633.21,0
2025-11-22 14:49:45.718435,USR010,14946.09,Online Shopping,ONLINE,35075.89,20129.8,1
2025-05-04 16:26:45.718435,USR006,955.1,Electronics,ATM,32948.28,31993.18,0
2025-02-03 03:59:45.718435,USR017,675.41,Restaurant,POS,29022.1,28346.7,0
2025-11-19 08:12:45.718435,USR002,147.15,Entertainment,ATM,23059.53,22912.38,0
2025-12-01 07:36:45.718435,USR006,691.23,Entertainment,POS,28685.035,30758.39,0
2025-03-10 21:34:45.718435,USR007,1391.63,Online Shopping,ATM,21168.82,26706.25,0
2025-05-15 23:02:45.718435,USR004,2209.18,Gas Station,ONLINE,16540.15,14330.97,0
2025-07-11 13:38:45.718435,USR001,217.98,Grocery,ATM,24140.11,23922.13,0
2025-07-10 19:12:45.718435,USR016,225.44,Electronics,ATM,27449.83,27224.39,0
2025-08-01 04:57:45.718435,USR012,1579.56,Healthcare,ATM,24645.95,23066.39,0
2025-09-28 23:43:45.718435,USR018,1610.01,Travel,POS,24579.71,26706.25,0
2024-12-20 20:26:45.718435,USR003,1066.18,Grocery,ONLINE,31806.74,30740.56,0
2025-07-30 06:58:45.718435,USR012,113.04,Entertainment,ONLINE,23926.66,23813.63,0
2025-04-29 12:51:45.718435,USR006,3566.57,Healthcare,ONLINE,31544.81,27978.25,0
2025-11-12 16:19:45.718435,USR014,366.59,Online Shopping,ONLINE,20987.99,20621.4,0
2025-08-08 08:25:45.718435,USR011,1312.22,Utilities,POS,28685.035,31050.91,0
2024-12-18 12:20:45.718435,USR016,2953.84,Travel,POS,27046.65,24092.81,0
2025-10-31 02:25:45.718435,USR016,709.42,Healthcare,ATM,27362.11,26652.7,0
2025-10-25 19:38:45.718435,USR004,391.67,Restaurant,ONLINE,28685.035,15577.72,0
2024-12-29 02:29:45.718435,USR017,184.73,Utilities,ONLINE,33996.67,33811.93,0
2025-10-05 23:22:45.718435,USR004,294.84,Clothing,ATM,15396.68,15101.84,0
2025-06-20 02:30:45.718435,USR005,4034.25,Electronics,POS,41463.63,37429.38,0
2025-10-22 00:00:00.000000,USR008,1007.72,Travel,ATM,35175.02,34167.3,0
2024-12-27 00:52:45.718435,USR013,197.1,Entertainment,POS,48639.976,46811.329600000005,0
2025-06-10 03:49:45.718435,USR018,2321.55,Restaurant,ATM,24499.87,22178.31,0
2025-05-03 00:00:00.000000,USR005,287.28,Utilities,POS,42874.44,42587.16,0
2025-09-23 15:13:45.718435,USR009,12452.83,Electronics,ONLINE,21373.46,8920.63,1
2025-08-04 08:37:45.718435,USR006,3344.29,Travel,POS,28856.89,25512.6,0
2024-12-24 07:08:00.000000,USR020,275.14,Entertainment,ONLINE,29164.12,28888.98,0
2025-10-20 15:30:45.718435,USR017,313.72,Entertainment,ATM,34009.43,33695.72,0
2024-12-15 09:26:45.718435,USR020,891.3,Electronics,ONLINE,29139.79,28248.49,0
2025-05-03 14:45:45.718435,USR015,321.52,Electronics,ATM,40782.53,40461.01,0
2025-09-25 00:16:45.718435,USR002,126.64,Healthcare,ATM,23487.49,23360.85,0
2025-05-28 02:39:45.718435,USR018,427.42,Online Shopping,POS,22367.43,21940.01,0
2025-07-14 06:41:45.718435,USR005,4285.36,Restaurant,ATM,45070.36,40785.0,0
2024-12-15 20:14:45.718435,USR011,633.95,Clothing,ATM,29534.86,28900.9,0
2025-01-01 14:25:45.718435,USR010,502.88,Utilities,ONLINE,35645.28,35142.4,0
2025-09-26 19:08:45.718435,USR002,959.05,Clothing,ONLINE,19013.89,17966.47,0
2025-05-19 08:22:45.718435,USR008,4790.92,Restaurant,POS,38165.53,33374.61,0
2025-07-30 06:28:45.718435,USR003,3531.6,Gas Station,POS,36568.79,33037.19,0
2025-12-01 22:06:00.000000,USR020,471.58,Travel,ONLINE,28148.54,27676.96,0
2025-03-25 00:00:00.000000,USR017,1702.64,Travel,ATM,29475.7,27773.07,0
2025-06-24 06:51:45.718435,USR016,4541.61,Online Shopping,POS,24454.12,19912.51,0
2025-03-01 03:21:45.718435,USR011,219.35,Utilities,ATM,30169.93,29950.58,0
2025-11-25 22:58:45.718435,USR004,517.42,Grocery,POS,16513.55,15996.14,0
2025-08-20 09:53:45.000000,USR016,1192.49,Healthcare,ATM,24993.08,23800.59,0
2025-04-08 03:32:45.718435,USR005,1424.43,Clothing,ATM,46489.32,45064.88,0
2025-02-06 11:17:45.718435,USR013,3832.38,Restaurant,ONLINE,45742.89,41910.51,0
2025-12-02 09:06:45.718435,USR002,1257.47,Restaurant,ONLINE,17788.86,16531.38,0
2025-10-05 08:23:45.718435,USR005,357.25,Grocery,ONLINE,42501.46,42144.2,0
2025-01-19 16:02:45.718435,USR003,16.46,Clothing,ONLINE,31132.96,31116.5,0
2025-04-26 23:30:45.718435,USR009,230.7,Travel,ATM,25322.3,25091.6,0
2025-06-26 13:16:45.718435,USR012,1454.98,Unknown,ONLINE,24797.65,23342.66,0
2025-01-28 04:31:45.718435,USR007,361.47,Restaurant,ATM,19941.94,19580.47,0
2025-07-29 14:57:45.718435,USR019,1267.37,Restaurant,ONLINE,35400.81,34133.44,0
2025-10-12 12:37:45.718435,USR013,3219.01,Online Shopping,ONLINE,28685.035,41907.33,0
2025-01-05 00:00:00.000000,USR002,172.09,Gas Station,ATM,20618.64,20446.56,0
2025-10-06 05:13:45.718435,USR020,1018.03,Travel,POS,27301.01,26282.98,0
2025-07-05 00:32:45.718435,USR009,699.95,Utilities,ATM,26268.69,25568.74,0
2025-01-15 14:20:00.000000,USR008,10.73,Healthcare,POS,35286.25,35275.52,0
2025-09-07 00:41:45.718435,USR006,526.1,Unknown,POS,31522.0,30995.9,0
2025-04-28 00:00:00.000000,USR008,2416.63,Restaurant,POS,36269.17,33852.54,0
2025-06-28 12:07:45.718435,USR019,1531.83,Gas Station,ATM,35358.03,33826.2,0
2025-08-15 19:49:45.718435,USR015,944.45,Travel,ONLINE,37923.85,36979.4,0
2025-11-08 09:42:45.718435,USR006,129.89,Healthcare,POS,29925.77,29795.88,0
2025-01-26 16:01:45.718435,USR006,1068.9,Utilities,POS,27852.82,26783.92,0
2025-03-31 15:24:45.718435,USR020,1446.41,Utilities,ONLINE,25973.1,24526.69,0
2025-09-26 20:31:45.718435,USR020,1794.71,Gas Station,POS,30413.32,28618.61,0
2025-04-08 00:00:00.000000,USR020,2179.28,Healthcare,ONLINE,29071.25,26706.25,0
2025-03-30 07:56:45.718435,USR016,809.14,Online Shopping,ATM,23238.83,22429.69,0
2025-06-14 19:58:45.718435,USR002,10944.27,Travel,ONLINE,22267.98,11323.71,1
2025-08-23 09:52:45.718435,USR017,177.8,Electronics,ONLINE,32529.44,32351.64,0
2025-06-10 05:07:45.718435,USR004,352.17,Healthcare,ONLINE,17299.21,16947.04,0
2025-05-20 16:06:45.718435,USR020,381.78,Restaurant,ATM,25077.38,24695.61,0
2025-01-03 04:02:45.718435,USR002,919.7,Clothing,POS,22572.52,21652.81,0
2025-02-05 22:33:45.718435,USR019,524.38,Electronics,POS,33691.87,33167.48,0
2025-02-25 06:55:45.718435,USR019,1324.44,Clothing,ATM,33048.12,31723.68,0
2025-11-25 21:39:45.718435,USR014,1589.6,Healthcare,ONLINE,18453.67,16864.07,0
2025-05-01 16:07:45.718435,USR017,17859.94,Online Shopping,ONLINE,30729.52,12869.58,1
2025-03-22 02:05:45.718435,USR012,38.52,Entertainment,POS,22860.22,22821.7,0
2025-04-08 06:25:45.718435,USR004,530.31,Gas Station,ATM,16456.47,15926.16,0
2024-12-07 06:10:45.718435,USR002,3118.4,Entertainment,ONLINE,17589.14,14470.73,0
2025-09-14 16:28:00.000000,USR008,1755.4,Online Shopping,ONLINE,35512.08,33756.69,0
2025-09-12 10:13:45.718435,USR013,44.79,Clothing,POS,44624.65,44579.86,0
2025-03-03 22:42:45.718435,USR020,8.33,Electronics,POS,26722.23,26713.9,0
2025-08-17 17:47:45.718435,usr001,44.41,Healthcare,ATM,27249.85,27205.44,0
2025-04-10 13:55:00.000000,USR012,2357.81,Entertainment,ATM,21456.82,19099.01,0
2025-03-15 20:11:45.718435,USR007,2672.91,Electronics,POS,28685.035,21300.33,0
2025-11-19 03:52:45.718435,USR002,641.37,Entertainment,POS,19971.75,19330.38,0
2024-12-22 12:55:45.718435,USR006,4086.34,Grocery,ATM,28685.035,27185.09,0
2025-10-26 20:04:45.718435,USR002,3471.85,Restaurant,POS,21373.62,17901.76,0
2024-12-28 13:08:45.718435,USR015,211.78,Travel,ONLINE,40940.68,40728.9,0
2025-03-21 16:22:45.718435,USR014,1229.6,Grocery,ATM,19530.64,18301.03,0
2024-12-14 18:39:45.718435,USR012,2470.87,Restaurant,ATM,19203.68,16732.81,0
2025-05-23 05:12:45.718435,USR011,2696.79,Gas Station,ONLINE,27160.11,24463.32,0
2025-10-17 14:58:45.718435,USR010,18452.99,Online Shopping,ONLINE,33144.43,14691.44,1
2025-08-22 19:47:45.718435,USR008,1267.65,Clothing,POS,38046.55,36778.9,0
2025-03-29 19:49:45.718435,usr008,16771.12,Electronics,ATM,39355.88,22584.76,1
2025-05-03 20:08:45.718435,USR011,1215.15,Clothing,ONLINE,30458.0,29242.85,0
2025-06-15 20:59:45.718435,USR006,171.51,Electronics,POS,28685.035,27470.44,0
2025-06-18 17:47:45.718435,USR007,858.82,Restaurant,ATM,21748.25,20889.43,0
2025-06-19 15:59:45.718435,USR011,1170.8,Clothing,POS,32403.08,31232.27,0
2024-12-26 01:56:45.718435,USR011,884.51,Utilities,ONLINE,28502.66,27618.15,0
2025-11-28 06:32:45.718435,USR011,2877.54,Restaurant,ONLINE,28920.9,26043.35,0
2025-11-18 14:16:45.718435,USR013,25286.62,Electronics,ONLINE,45319.61,20032.99,1
2025-05-13 18:52:45.718435,USR005,2964.42,Travel,POS,43725.1,40760.68,0
2025-04-01 13:52:45.718435,USR012,4328.35,Utilities,POS,19269.46,14941.11,0
2025-10-08 21:19:45.718435,USR017,356.89,Utilities,POS,31049.11,30692.21,0
2025-06-11 07:50:45.718435,USR010,868.26,Entertainment,ONLINE,33913.58,33045.32,0
2025-04-20 09:17:45.718435,USR012,815.96,Online Shopping,POS,23383.9,22567.95,0
2025-05-30 17:27:45.718435,USR020,16544.64,Electronics,ATM,25366.83,8822.18,1
2025-07-31 00:17:45.718435,USR018,1548.98,Entertainment,POS,20444.27,18895.29,0
2024-12-06 00:00:00.000000,USR006,917.08,Online Shopping,POS,30554.45,29637.37,0
2025-05-15 08:06:45.718435,USR003,2218.61,Gas Station,POS,32226.71,30008.1,0
2025-10-14 04:52:45.718435,USR002,753.65,Gas Station,POS,21955.82,21202.17,0
2025-08-19 04:37:45.718435,USR006,320.13,Unknown,ONLINE,28477.59,28157.47,0
2025-08-05 03:07:45.718435,USR003,1723.7,Clothing,POS,31249.62,29525.92,0
2025-07-28 23:05:45.718435,USR002,2501.63,Entertainment,ONLINE,18853.02,16351.39,0
2025-08-24 23:31:45.718435,USR014,125.44,Electronics,ATM,20426.47,20301.03,0
2025-05-03 06:23:45.718435,USR005,2851.03,Utilities,ONLINE,44956.39,42105.37,0
2024-12-19 10:31:00.000000,USR006,2886.28,Clothing,ONLINE,27675.48,24789.2,0
2024-12-31 01:06:45.718435,USR008,272.85,Electronics,ATM,39299.79,39026.94,0
2025-10-03 21:39:45.000000,USR019,95.34,Gas Station,ONLINE,33688.78,26706.25,0
2025-10-16 06:38:45.718435,USR017,6382.74,Grocery,ATM,30336.04,23953.3,0
2025-05-12 03:12:45.718435,USR011,863.09,Unknown,POS,27639.62,26776.53,0
2025-10-08 05:20:45.718435,USR017,7.354,Restaurant,ONLINE,31660.14,30625.67,0
2025-02-01 07:23:45.718435,USR016,3284.07,Entertainment,ONLINE,23070.59,19786.52,0
2025-07-16 22:55:45.718435,USR002,820.48,Utilities,ATM,19039.2,18218.72,0
2025-07-26 09:42:45.718435,USR005,1599.9,Utilities,POS,41600.39,40000.49,0
2025-10-01 03:57:45.718435,USR008,962.19,Restaurant,ATM,36522.18,35559.99,0
2025-01-06 07:11:45.718435,USR007,533.39,Gas Station,ATM,22925.49,22392.1,0
2025-06-05 01:47:45.718435,USR005,1466.26,Clothing,ATM,42627.07,41160.81,0
2025-04-05 06:40:45.718435,USR002,1220.55,Travel,ONLINE,21140.39,19919.84,0
2024-12-26 07:38:45.718435,USR009,958.95,Grocery,POS,24132.44,23173.49,0
2025-08-29 04:51:45.718435,USR013,6844.66,Healthcare,POS,47198.33,40353.67,0
2025-02-28 15:15:45.718435,USR003,1332.69,Travel,ONLINE,31035.6,29702.91,0
2024-12-17 14:08:45.718435,USR015,16652.44,Online Shopping,ONLINE,40481.17,23828.73,1
2025-10-30 11:29:45.718435,USR007,3954.96,Gas Station,ATM,23661.49,19706.53,0
2025-10-21 01:17:45.718435,USR001,1821.91,Online Shopping,ONLINE,26411.59,24589.68,0
2025-07-30 00:18:45.718435,USR019,1076.66,Healthcare,ONLINE,33087.0,32010.34,0
2025-08-10 20:55:45.718435,USR004,1654.87,Entertainment,ONLINE,19951.78,18296.91,0
