transaction_date,user_id,transaction_amount,merchant_type,channel,balance_before,balance_after,is_fraud,Last_6_Month_Avg,Current_Month_Cumulative_Sum,Deviation_From_Avg,Deviation_Ratio,Rolling_Std,Transaction_Velocity,Merchant_Risk_Score,user_mean_amount,user_std_amount,user_max_amount,user_min_amount,user_avg_balance,Amount_Normalized,Amount_To_Balance_Ratio,Amount_To_Max_Ratio,Hour,DayOfWeek,IsWeekend,IsNightTime,Channel_Encoded,Merchant_Encoded
2024-12-19 22:15:45.718435,USR001,2285.57,Grocery,ONLINE,24022.92,21737.35,0,2280.063666666667,54721.528000000006,5.506333333333259,1.001975540358292,5069.42267274799,0.32608695652173914,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.013768657119399787,0.09513726319434965,0.08943967903976148,22,3,0,1,2,1
2024-12-20 09:44:00.000000,USR001,361.89,Travel,ONLINE,25855.96,25494.07,0,2203.3367200000002,55083.418000000005,-1841.4467200000004,0.16417183305824526,4977.492164782111,0.08018838646048396,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4379750960537158,0.013995844832493843,0.01416159883429485,9,4,0,0,2,2
2024-12-20 11:37:45.718435,USR001,212.03,Gas Station,ONLINE,24935.97,24723.94,0,2126.7480000000005,55295.44800000001,-1914.7180000000005,0.09964995854772274,4892.537455478579,0.345299944789848,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.47316718561670085,0.00850263684802123,0.008297227889235781,11,4,0,0,2,0
2024-12-21 06:56:45.718435,USR001,420.26,Grocery,ATM,25788.26,25368.0,0,2063.544740740741,55715.708000000006,-1643.284740740741,0.2035606163948834,4808.755294421022,0.04922067268252666,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4242678875404939,0.016295930941795152,0.016445752925200348,6,5,1,1,1,1
2024-12-22 18:57:45.718435,USR001,412.25,Grocery,ONLINE,27256.18,26843.92,0,2004.5699285714288,56127.958000000006,-1592.3199285714288,0.20555254350749388,4729.171503847959,0.0270148581719946,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.42614890073547257,0.015124455281140602,0.016132302963436547,18,6,1,0,2,1
2024-12-22 23:49:45.718435,USR001,3449.6,Travel,ATM,28961.69,25512.1,0,2054.398551724138,59577.558000000005,1395.2014482758618,1.6783119736590055,4651.700196449924,0.17045454545454547,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.28712143980992083,0.11910495882806466,0.13499088490641772,23,6,1,1,1,2
2024-12-24 06:10:45.718435,USR001,846.88,Clothing,ONLINE,25549.47,24702.59,0,2014.1479333333336,60424.43800000001,-1167.2679333333335,0.42025698758460045,4576.108532662902,0.03189792663476874,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.32408338701092837,0.03314537853902492,0.03314038746798094,6,1,0,1,2,4
2024-12-24 11:30:45.718435,USR001,357.09,Electronics,POS,28463.68,28106.59,0,1960.6944516129033,60781.528000000006,-1603.6044516129034,0.18203140642336063,4572.587742260325,0.15789473684210528,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4391022949720551,0.012545020706363113,0.013973763651215419,11,1,0,0,0,6
2024-12-25 03:37:45.718435,USR001,906.41,Restaurant,ONLINE,26261.96,25355.55,0,1927.7480625000003,61687.93800000001,-1021.3380625000003,0.46994732885182083,974.4244391578837,0.05842259006815969,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.31010377209244117,0.034512865267281374,0.03546993506146397,3,2,0,1,2,9
2024-12-26 18:14:45.718435,USR001,1618.67,Entertainment,ONLINE,24727.82,23109.15,0,1918.3820606060608,63306.60800000001,-299.71206060606073,0.8433287114754483,977.0690564169282,0.02524190155658393,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.14284154259736745,0.06545682325319203,0.06334232829066304,18,3,0,0,2,7
2024-12-28 11:52:45.718435,USR001,223.63,Clothing,POS,24240.89,24017.26,0,1868.536411764706,63530.238000000005,-1644.9064117647058,0.11961788954348827,979.4296416112679,0.023455824863174355,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4704431215640475,0.009224940794632762,0.008751162915011074,11,5,1,0,0,4
2024-12-28 18:00:45.718435,USR001,1621.74,Gas Station,ONLINE,28685.035,24206.44,0,1861.485085714286,65151.97800000001,-239.745085714286,0.8707398585036416,984.715733878352,0.14018691588785046,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.14212060495584627,0.05653412888884783,0.06346246454317425,18,5,1,0,2,0
2024-12-29 05:47:45.718435,USR001,1479.16,Entertainment,ATM,28557.37,27078.21,0,1850.8649444444445,66631.138,-371.70494444444444,0.7987407529028769,969.1224300007559,0.07822685788787484,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.17560310949268337,0.051794272572279164,0.05788297695911899,5,6,1,1,1,7
2024-12-29 09:45:45.718435,USR001,715.73,Utilities,POS,29912.43,29196.7,0,1820.1856216216217,67346.868,-1104.4556216216217,0.3930022242118841,957.0002581042518,0.20134228187919462,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.35488174912347004,0.023926711179560484,0.02800818241363357,9,6,1,0,0,8
2024-12-31 06:46:45.718435,USR001,70.1,Restaurant,ATM,29053.26,28983.16,0,1774.1307368421055,67416.96800000001,-1704.0307368421056,0.03949004912432839,967.4395050111414,0.02173125679101775,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.5064970486333462,0.002412727083739183,0.0027431763195558566,6,1,0,1,1,9
2024-12-31 18:43:45.718435,USR001,20014.64,Electronics,ONLINE,27626.28,7611.64,1,2241.836102564103,87431.60800000001,17772.803897435897,8.923808555212053,3589.3848395765144,0.07722007722007722,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,4.17714126694478,0.7244520633229186,0.783219493472688,18,1,0,0,2,6
2025-01-01 20:41:45.000000,USR001,3038.94,Online Shopping,POS,25167.78,22128.84,0,2261.7637000000004,3038.94,777.1762999999996,1.3430213680730336,3586.2158543361643,0.03708309272550188,0.9733477789815818,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.19068487568383358,0.12074244361466865,0.11892080234737626,20,2,0,0,0,3
2025-01-02 03:27:45.000000,USR001,1676.92,Utilities,ATM,25763.5,24086.58,0,2247.4992195121954,4715.860000000001,-570.5792195121953,0.745795233304018,3577.509721648019,0.12875536480686695,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.129162514057104,0.06508645617031186,0.06562178650199155,3,3,0,1,1,8
2025-01-03 02:57:45.718435,USR001,3220.54,Online Shopping,ONLINE,24966.66,21746.12,0,2270.666857142857,7936.4,949.8731428571427,1.417699074084555,3574.1341208776316,0.04081599406305335,0.9733477789815818,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.23333056809433728,0.1289884594711719,0.12602723344054806,2,4,0,1,2,3
2025-01-05 03:21:45.718435,USR001,1812.09,Clothing,ONLINE,29374.02,27561.93,0,2260.0022790697676,9748.49,-447.9122790697677,0.801454300499661,3563.666431303274,0.020242914979757085,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.09742012285045323,0.06168812821233823,0.07091130352216793,3,6,1,1,2,4
2025-01-05 22:07:00.000000,USR001,794.88,Clothing,ATM,25887.11,25092.22,0,2226.7040454545454,10543.37,-1431.8240454545453,0.3568157994873197,3563.72880084615,0.050622743009918786,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.3362947086262708,0.030704443082171698,0.031105506317953772,22,6,1,1,1,4
2025-01-05 23:09:45.718435,USR001,143.42,Online Shopping,POS,29255.6,29112.18,0,2180.4088444444446,10686.79,-2036.9888444444446,0.06574650156262928,3563.3907769188518,0.4887506944188534,0.9733477789815818,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4892790851557133,0.004902141738958047,0.005612358741094165,23,6,1,1,0,3
2025-01-05 23:55:45.718435,USR001,1712.05,Electronics,POS,25036.53,23324.48,0,2170.227130434783,12398.84,-458.17713043478284,0.788517228806535,3558.5435253261853,0.5660377358490566,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.12091282697350825,0.0683793489213992,0.06699650524815413,23,6,1,1,0,6
2025-01-07 07:43:45.718435,USR001,79.97,Entertainment,ONLINE,29328.48,29248.51,0,2125.7535744680854,12478.81,-2045.7835744680854,0.0376019116460171,3570.9873955983667,0.030487804878048783,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.5041792458575111,0.0027266081771650913,0.0031294124147629365,7,1,0,0,2,7
2025-01-07 14:31:45.718435,USR001,357.9,Electronics,ATM,26233.84,25875.94,0,2088.923291666667,12836.71,-1731.0232916666669,0.17125030446193207,3580.7552644023854,0.12820512820512822,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4389120801545853,0.013642164389033819,0.014005460838360071,14,1,0,0,1,6
2025-01-07 17:42:00.000000,USR001,581.19,Grocery,ONLINE,24155.03,26706.25,0,2058.153224489796,13417.9,-1476.9632244897957,0.2822470873404789,3586.3055029855395,0.23977171231369537,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.3864761954720888,0.024059831023558097,0.022743318761236357,17,1,0,0,2,1
2025-01-10 17:48:45.718435,USR001,40.89,Electronics,ONLINE,24286.4,24245.51,0,2017.80796,13458.79,-1976.91796,0.020254526834736674,3599.300585247355,0.013677514384585981,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.5133565237176568,0.0016835890214679215,0.0016001209658579028,17,4,0,0,2,6
2025-01-11 00:51:45.718435,USR001,3578.9,Entertainment,ATM,25939.22,22360.32,0,2048.4176078431374,17037.69,1530.4823921568627,1.7463009912199063,3605.212603556979,0.12422360248447203,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.31748536067268596,0.1379672184738603,0.1400506951506199,0,5,1,1,1,7
2025-01-11 08:07:45.718435,USR001,1561.24,Grocery,ONLINE,25195.29,23634.05,0,2039.0488076923077,18598.93,-477.8088076923077,0.7652954155376637,3597.8607096772375,0.12096774193548389,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.15632800798908128,0.06196309059786183,0.06109495858977726,8,5,1,0,2,1
2025-01-12 18:05:45.718435,USR001,4379.54,Travel,POS,24563.4,20183.87,0,2083.209018867925,22978.47,2296.330981132075,2.1012959642497013,3620.1386846438236,0.02859866539561487,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.505502140251682,0.17828809170995424,0.171381603688269,18,6,1,0,0,2
2025-01-15 02:51:45.718435,USR001,1981.38,Healthcare,ATM,25087.5,23106.13,0,2081.3232962962966,24959.85,-99.94329629629647,0.9515237156133064,3619.541537857837,0.017311021350259664,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.05766522599927382,0.07897562628295833,0.07753601563540062,2,2,0,1,1,5
2025-01-15 08:07:45.718435,USR001,1169.42,Healthcare,ONLINE,24920.74,23751.32,0,2064.7432363636367,26129.27,-895.3232363636366,0.5661013331252872,3610.5282325355233,0.1595744680851064,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.2483403163606868,0.04692368991892219,0.045762129124322544,8,2,0,0,2,5
2025-01-17 13:17:45.718435,USR001,612.18,Online Shopping,ONLINE,29454.25,28842.06,0,2038.8046071428573,26741.45,-1426.6246071428573,0.3001169807423256,3604.623448743103,0.018461538461538463,0.9733477789815818,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.3791987174555607,0.0207833917552898,0.02395602966199293,13,4,0,0,2,3
2025-01-18 06:11:45.718435,USR001,181.89,Grocery,POS,25747.76,25565.87,0,2006.2271578947368,26923.34,-1824.3371578947367,0.09061754634227537,3608.401170601484,0.0558659217877095,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.48024505549143975,0.007064029491128893,0.0071177794688161876,6,5,1,1,0,1
2025-01-18 09:17:45.718435,USR001,959.05,Online Shopping,ONLINE,24908.46,24324.25,0,1988.172379310345,27882.39,-1029.122379310345,0.4821351884709494,3601.716429744631,0.24390243902439027,0.9733477789815818,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.29774215728798675,0.038501436803527654,0.03752986090256839,9,5,1,0,2,3
2025-01-18 17:05:45.000000,USR001,2017.94,Utilities,ATM,24626.73,22608.79,0,1988.6769152542374,29900.33,29.263084745762626,1.0142048613667265,3590.9438216412477,0.11363894072576958,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.04907972757125612,0.08193771817378216,0.07896669361318895,17,5,1,0,1,8
2025-01-20 01:47:45.718435,USR001,2299.32,Entertainment,ATM,29981.1,27681.78,0,1993.8543,32199.65,305.4657000000002,1.152625532601554,3585.6922459263137,0.029673414783879408,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.01699761235422592,0.07668975822240605,0.08997774857462444,1,0,0,1,1,7
2025-01-20 02:15:45.718435,USR001,1029.66,Gas Station,ONLINE,27576.59,26546.94,0,1978.0478360655738,33229.31,-948.3878360655738,0.5202805011762653,3577.3298185884337,0.6818181818181818,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.28116059153299955,0.03733683762794356,0.04029299471032644,2,0,0,1,2,0
2025-01-20 08:54:45.718435,USR001,1421.06,Clothing,ATM,24444.45,23023.39,0,1969.0641612903225,34650.37,-548.0041612903226,0.7213267607839005,3573.1562018499626,0.13071895424836602,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.18924691306674876,0.05813188139306087,0.05560938859726171,8,0,0,0,1,4
2025-01-20 17:03:45.718435,USR001,3815.8,Clothing,ATM,27987.48,24171.68,0,1998.3774285714287,38466.17,1817.4225714285715,1.9084940869450646,3587.281168613282,0.1092896174863388,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.3731173239548904,0.1363346634043721,0.149321144082186,17,0,0,0,1,4
2025-01-20 23:31:45.718435,USR001,2346.39,Clothing,ONLINE,29358.54,27012.15,0,2003.815125,40812.56,342.5748749999998,1.1703772436373652,3570.1665942838504,0.13392857142857142,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,0.028051206747190666,0.07991916767088313,0.0918197073386971,23,0,0,1,2,4
2025-01-21 00:10:45.718435,USR001,791.91,Healthcare,ONLINE,26080.56,25288.65,0,1985.170430769231,41604.47,-1193.2604307692309,0.3987120076565123,3577.664556785999,0.6060606060606061,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.3369921629569933,0.030362831057651456,0.030989283298423372,0,1,0,1,2,5
2025-01-21 03:44:45.718435,USR001,27.28,Electronics,ONLINE,26301.09,26273.81,0,1955.5054242424244,41631.75,-1928.2254242424244,0.013943227379787638,3596.5350243557937,0.21897810218978103,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.5165526023173647,0.0010371799351306303,0.0010675299571680996,3,1,0,1,2,6
2025-01-22 00:09:45.718435,USR001,376.22,Travel,ATM,26071.15,26706.25,0,1931.9340000000002,42007.97,-1555.7140000000002,0.19463675428131536,3601.5101332129443,0.04669260700389105,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.434609937616257,0.01442995686968662,0.014722365120446569,0,2,0,1,1,2
2025-01-22 02:01:45.718435,USR001,825.63,Entertainment,ATM,29181.29,28355.66,0,1915.664823529412,42833.6,-1090.0348235294118,0.430763892499293,3589.6670593118392,0.3488372093023256,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.32907359055565966,0.028292159388451008,0.03230882545955638,2,2,0,1,1,7
2025-01-22 14:30:45.718435,USR001,153.72,Healthcare,ATM,27065.58,26911.87,0,1890.129391304348,42987.32,-1736.409391304348,0.08128476068682766,1220.3699291775918,0.07416563658838073,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.4868603041434436,0.005679328529869677,0.006015421738118777,14,2,0,0,1,5
2025-01-23 03:22:45.718435,USR001,366.94,Gas Station,ATM,26171.12,25804.18,0,1868.369542857143,43354.26,-1501.429542857143,0.19629077696385766,1196.3847447481965,0.07211538461538461,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.43678918885837964,0.014020262783450482,0.014359217099826335,3,3,0,1,1,0
2025-01-23 14:57:45.718435,USR001,331.36,Travel,POS,26952.01,26620.66,0,1846.7215211267605,43685.62,-1515.3615211267606,0.17933438356984288,1208.6268988470147,0.07947019867549668,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.44514455084056975,0.012293988686235787,0.012966888805250053,14,3,0,0,0,2
2025-01-24 20:40:45.718435,USR001,1175.99,Healthcare,POS,29490.59,28314.6,0,1837.4058055555558,44861.61,-661.4158055555558,0.6396792244923435,1152.8979038372386,0.032555615843733045,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.24679746284120987,0.03987543567505177,0.04601922853116251,20,4,0,0,0,5
2025-01-25 20:25:45.000000,USR001,20588.09,Electronics,ONLINE,27240.39,7047.8708,1,2094.264493150685,65449.7,18493.825506849316,9.826010065698835,3719.288144129613,0.04040436619428538,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,4.311806312720129,0.7557650325478986,0.8056599280012088,20,5,1,0,2,6
2025-01-26 09:29:45.718435,USR001,525.61,Healthcare,ATM,29112.29,28586.68,0,2073.0664594594596,65975.31,-1547.4564594594594,0.25342003753196213,3722.2627084024684,0.07108903884570254,0.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.39952821961402596,0.018053954053286317,0.020568343870495776,9,6,1,0,1,5
2025-01-26 20:22:45.718435,USR001,22426.74,Electronics,ATM,27971.04,7047.8708,1,2344.448773333333,88402.05,20082.291226666668,9.561811903539168,5271.397531162859,0.08415147265077139,1.0,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,4.74358220672108,0.8017556102450877,0.877610586203083,20,6,1,0,1,6
2025-01-27 06:33:45.718435,USR001,1111.81,Travel,ONLINE,28324.9,27213.08,0,2328.2298421052633,89513.86,-1216.4198421052633,0.4773294502336857,5275.98389755584,0.08941877794336811,0.7776772445585692,2226.938330737499,4257.343333998057,25553.318000000007,7.354,26903.946260162604,-0.2618690517118384,0.039250650464768985,0.04350771560407128,6,0,0,1,2,2
